date,value,ma_short,ma_long
2017-03-01,58.19,56.059999999999995,88.48428571428572
2017-03-02,35.03,50.802499999999995,74.80428571428571
2017-03-03,58.28,52.298,76.42714285714285
2017-03-04,,46.502500000000005,76.42714285714285
2017-03-05,,50.50000000000001,76.42714285714285
2017-03-06,58.35,50.55333333333334,76.55999999999999
2017-03-07,75.0,63.876666666666665,77.92071428571428
2017-03-08,34.89,56.080000000000005,64.31071428571428
2017-03-09,57.38,56.405,63.28214285714286
2017-03-10,35.15,52.153999999999996,49.5
2017-03-11,,50.60499999999999,49.5
2017-03-12,,42.47333333333332,49.5
2017-03-13,35.73,42.75333333333333,48.582
2017-03-14,64.44,45.10666666666666,50.392
2017-03-15,232.13,110.76666666666665,63.376666666666665
2017-03-16,58.54,97.71,64.80866666666667
2017-03-17,75.41,93.25,65.90066666666667
2017-03-18,,107.63,65.90066666666667
2017-03-19,,122.02666666666669,65.90066666666667
2017-03-20,34.91,56.28666666666666,63.196
2017-03-21,59.44,56.586666666666666,64.85799999999999
2017-03-22,33.65,42.666666666666664,63.222
2017-03-23,33.74,40.435,63.135999999999996
2017-03-24,64.25,45.198,63.534
2017-03-25,,47.77,63.534
2017-03-26,,43.88,63.534
2017-03-27,233.46,110.48333333333333,75.208
2017-03-28,34.25,110.65333333333332,72.49133333333333
2017-03-29,59.07,108.92666666666666,74.10333333333334
2017-03-30,34.88,90.41499999999999,72.60333333333332
2017-03-31,58.78,84.088,74.17866666666667
2017-04-01,,46.745000000000005,74.17866666666667
2017-04-02,,50.910000000000004,74.17866666666667
2017-04-03,58.89,50.85,75.72266666666668
2017-04-04,230.97,116.21333333333332,86.82466666666667
2017-04-05,34.17,108.01,73.62733333333333
2017-04-06,59.54,95.89250000000001,73.69399999999999
2017-04-07,233.42,123.398,84.22800000000001
2017-04-08,,139.525,84.22800000000001
2017-04-09,,109.04333333333334,84.22800000000001
2017-04-10,34.24,109.06666666666666,84.18333333333334
2017-04-11,236.79,168.15,96.00666666666666
2017-04-12,59.88,110.30333333333334,97.75533333333334
2017-04-13,233.57,141.12,111.07733333333334
2017-04-14,,141.12,114.42214285714286
2017-04-15,,176.74666666666667,114.42214285714286
2017-04-16,,146.72500000000002,114.42214285714286
2017-04-17,33.83,133.70000000000002,100.16285714285713
2017-04-18,236.94,135.38500000000002,114.64071428571428
2017-04-19,59.64,110.13666666666667,114.68142857142857
2017-04-20,59.44,97.4625,116.43571428571428
2017-04-21,34.55,84.88000000000001,114.705
2017-04-22,,97.64250000000001,114.705
2017-04-23,,51.210000000000015,114.705
2017-04-24,234.25,109.41333333333336,127.23071428571428
2017-04-25,60.0,109.60000000000002,115.0185714285714
2017-04-26,241.03,178.4266666666667,129.79428571428573
2017-04-27,34.86,142.53500000000003,128.03142857142856
2017-04-28,244.47,162.92200000000003,128.82071428571427
